date,media_source,pred_14,pred_28,pred_56,pred_63,pred_70,pred_77,pred_84,pred_91,pred_98,pred_100,pred_105,pred_112,pred_119,pred_126,pred_133,pred_140,pred_147,roas_d100_error,pred_payback,pb_window_error
20240130,All,0.3137254266599922,0.43701877188029337,0.5845241967590455,0.6077272973017706,0.6309303978444957,0.6541334983872207,0.6773365989299458,0.7005396994726708,0.7237428000153959,0.7303722573133173,0.7469459005581209,0.770149001100846,0.7933521016435711,0.8165552021862962,0.8397583027290212,0.8629614032717463,0.8861645038144713,0.13052236843595855,223,38.0
20240129,All,0.3278521623232375,0.45669728100196505,0.6108447245667422,0.635092637037606,0.6593405495084699,0.6835884619793337,0.7078363744501974,0.7320842869210613,0.7563321993919251,0.7632601743836005,0.7805801118627889,0.8048280243336527,0.8290759368045165,0.8533238492753804,0.8775717617462442,0.9018196742171081,0.9260675866879718,0.13065219686118362,207,35.0
20240128,All,0.2628132308043359,0.3660982043526845,0.4896660569372478,0.5091036966696509,0.5285413364020543,0.5479789761344575,0.5674166158668607,0.5868542555992639,0.606291895331667,0.6118455066837823,0.6257295350640704,0.6451671747964736,0.6646048145288768,0.68404245426128,0.7034800939936832,0.7229177337260864,0.7423553734584896,0.13005447193316724,277,47.0
20240127,All,0.27763930981724677,0.3867508970942409,0.5172895811710679,0.537823756194389,0.5583579312177102,0.5788921062410313,0.5994262812643524,0.6199604562876735,0.6404946313109946,0.6463615384605149,0.6610288063343157,0.6815629813576368,0.7020971563809579,0.722631331404279,0.7431655064276002,0.7636996814509213,0.7842338564742424,0.1301907275081559,261,44.0
20240126,All,0.2530224239090173,0.3524596336742981,0.4714241069715173,0.49013761962501246,0.5088511322785076,0.5275646449320028,0.5462781575854979,0.5649916702389931,0.5837051828924883,0.5890519007934869,0.6024186955459834,0.6211322081994786,0.6398457208529738,0.6585592335064689,0.677272746159964,0.6959862588134592,0.7146997714669544,0.1299644918364766,288,49.0
20240125,All,0.29833987296734876,0.41558673224282905,0.5558582753843263,0.5779234619459102,0.599988648507494,0.6220538350690779,0.6441190216306617,0.6661842081922456,0.6882493947538294,0.6945537337714247,0.7103145813154133,0.732379767876997,0.7544449544385808,0.7765101410001647,0.7985753275617485,0.8206405141233324,0.8427057006849162,0.13038097114115899,239,41.0
20240124,All,0.30071764035621185,0.4188989565504372,0.5602884632331466,0.5825295092281795,0.6047705552232124,0.6270116012182454,0.6492526472132784,0.6714936932083112,0.6937347392033442,0.7000893237733536,0.7159757851983771,0.7382168311934101,0.7604578771884429,0.7826989231834759,0.8049399691785089,0.8271810151735418,0.8494220611685748,0.13040282345035528,236,40.0
20240123,All,0.2396,0.33376222914822923,0.44641583257850564,0.46413662412933565,0.4818574156801656,0.4995782072309956,0.5172989987818256,0.5350197903326557,0.5527405818834856,0.5578036651837228,0.5704613734343156,0.5881821649851456,0.6059029565359756,0.6236237480868057,0.6413445396376356,0.6590653311884657,0.6767861227392956,0.08818380576423482,302,35.0
20240122,All,0.2523,0.35145329889022636,0.4700781075106718,0.48873818976557337,0.5073982720204749,0.5260583542753764,0.544718436530278,0.5633785187851795,0.5820386010400811,0.58737005311291,0.6006986832949825,0.6193587655498841,0.6380188478047857,0.6566789300596871,0.6753390123145887,0.6939990945694903,0.7126591768243918,0.08826307564810702,288,33.0
20240121,All,0.2999,0.41775998548227855,0.5587650592249326,0.5809456326226534,0.6031262060203743,0.6253067794180951,0.6474873528158159,0.6696679262135368,0.6918484996112577,0.6981858062963208,0.7140290730089786,0.7362096464066994,0.7583902198044202,0.7805707932021411,0.802751366599862,0.8249319399975829,0.8471125133953037,0.08856018166954933,237,27.0
